167791,1
174430,2
96848,3
182028,4
220308,5
12333,6
3076,7
161936,8
173346,9
31260,10
84876,11
181289,12
224517,13
124742,14
248562,15
126163,16
36218,17
205637,18
251247,19
125153,20
35677,21
28720,22
120677,23
177736,24
102680,25
148228,26
128882,27
215,28
102794,29
150145,30
203993,31
182874,32
150376,33
162886,34
205059,35
171623,36
146021,37
28720,38
40834,39
117959,40
121921,41
4098,42
193738,43
196340,44
46213,45
169786,46
187645,47
2651,48
175914,49
62219,50
68448,51
221107,52
216132,53
247030,54
118,55
18602,56
118,57
108745,58
115746,59
2093,60
157354,61
229853,62
144733,63
161970,64
183394,65
104006,66
39683,67
175640,68
164928,69
191189,70
124361,71
14996,72
266192,73
269385,74
249259,75
104162,76
161614,77
178900,78
73439,79
28143,80
59959,81
244521,82
103343,83
13,84
126042,85
237182,86
188,87
132531,88
54,89
822,90
156129,91
146508,92
5,93
12,94
25021,95
7854,96
156943,97
163068,98
83330,99
113924,100
18833,101
42,102
199792,103
155426,104
30549,105
72125,106
191189,107
110327,108
15987,109
929,110
39856,111
161533,112
47,113
150145,114
159675,115
171905,116
172308,117
230802,118
245638,119
225694,120
182694,121
133038,122
109276,123
148949,124
70149,125
463,126
40692,127
147949,128
15817,129
170216,130
129622,131
233398,132
760,133
131904,134
555,135
216788,136
2653,137
163412,138
43015,139
93,140
146886,141
34635,142
181960,143
274364,144
188920,145
123260,146
122515,147
246192,148
9216,149
206941,150
4098,151
432,152
247763,153
147020,154
209685,155
25554,156
34119,157
5,158
201808,159
11,160
127398,161
1382,162
66589,163
165948,164
155873,165
5,166
9217,167
213460,168
481,169
421,170
227789,171
219513,172
223321,173
244711,174
46396,175
236457,176
244992,177
9209,178
115,179
811,180
3,181
33160,182
221194,183
27833,184
91,185
180263,186
172386,187
96913,188
199561,189
16747,190
51,191
129622,192
268665,193
271319,194
153938,195
176494,196
283948,197
271320,198
127060,199
37111,200
244522,201
180511,202
170587,203
118048,204
40628,205
190082,206
232832,207
101721,208
155703,209
128621,210
175117,211
198994,212
198928,213
124708,214
184267,215
189932,216
8217,217
167355,218
54043,219
128271,220
56933,221
39242,222
40237,223
103885,224
233867,225
171499,226
215471,227
35570,228
8129,229
88,230
146652,231
69789,232
185343,233
203420,234
263711,235
15062,236
97842,237
261594,238
77423,239
215,240
155068,241
140620,242
144344,243
244114,244
284083,245
2511,246
255681,247
19184,248
97207,249
253344,250
98778,251
129622,252
119890,253
12,254
245744,255
177678,256
36235,257
139976,258
77130,259
21790,260
31627,261
56692,262
143741,263
100901,264
177639,265
161417,266
159675,267
243430,268
10547,269
205398,270
148319,271
180593,272
153016,273
24068,274
229220,275
137988,276
555,277
31481,278
170042,279
171,280
198740,281
5782,282
17405,283
264220,284
188834,285
163370,286
150658,287
223770,288
180974,289
98229,290
14105,291
317637,292
100423,293
12157,294
24480,295
172287,296
811,297
209010,298
170624,299
241831,300
878,301
160495,302
1,303
265736,304
173442,305
144041,306
12942,307
157969,308
143884,309
111417,310
9609,311
181687,312
170561,313
245934,314
171669,315
191300,316
220,317
297030,318
92828,319
234,320
140509,321
46,322
90419,323
191862,324
142379,325
176189,326
204574,327
5404,328
478,329
159473,330
203416,331
206718,332
228341,333
140934,334
13884,335
270970,336
223040,337
12002,338
213984,339
249703,340
32125,341
31105,342
19184,343
217372,344
521,345
26,346
1465,347
372,348
66188,349
286096,350
40354,351
263918,352
137269,353
165722,354
173064,355
902,356
66505,357
239188,358
38863,359
42052,360
164153,361
233078,362
198773,363
1382,364
38765,365
163968,366
102548,367
37628,368
166669,369
986,370
171131,371
153065,372
154203,373
241386,374
31594,375
257499,376
251219,377
235488,378
143515,379
269144,380
12942,381
811,382
233371,383
878,384
107529,385
102680,386
206940,387
125898,388
203430,389
280811,390
159581,391
6249,392
154809,393
179071,394
10630,395
131287,396
