,no,economic,figure,stratgy,rule,puzzle,party,sum_score,
6467,226052,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6468,20079,4.642857143,5,5,4.358974359,4.655172414,4.62962963,28.28663355,3.5
6469,2373,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6470,213503,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.5
6471,242088,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6472,244099,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,10.5
6473,261009,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,8.235294118
6474,233896,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,0
6475,10559,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
6476,283848,4.642857143,5,4.722222222,4.487179487,4.655172414,4.62962963,28.1370609,3.684210526
6477,19427,4.642857143,5,4.722222222,4.358974359,4.827586207,4.62962963,28.18126956,12.35294118
6478,37491,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6479,234469,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,7.777777778
6480,98527,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,7
6481,233976,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
6482,234163,4.642857143,5,4.861111111,4.358974359,4.655172414,4.62962963,28.14774466,7.777777778
6483,153830,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6484,255020,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
6485,274922,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6486,178937,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6487,257819,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6488,156453,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6489,22161,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6490,7720,4.821428571,4.84375,5,4.358974359,4.310344828,4.62962963,27.96412739,0
6491,220926,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,7.368421053
6492,264404,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
6493,193121,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
6494,3562,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
6495,195163,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
6496,298851,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,8.75
6497,197451,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,7.368421053
6498,270501,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,5,27.87814855,0
6499,234118,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
6500,226862,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6501,125006,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,3.888888889
6502,428,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6503,234158,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
6504,244910,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,0
6505,151332,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,7.368421053
6506,252854,4.642857143,4.84375,4.861111111,4.615384615,4.482758621,4.62962963,28.07549112,3.043478261
6507,255392,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
6508,128659,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
6509,145205,4.642857143,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.35152818,0
6510,274927,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6511,36209,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6512,148083,4.642857143,5,4.722222222,4.487179487,4.482758621,4.814814815,28.14983229,3.684210526
6513,283294,4.642857143,5,5,4.743589744,4.482758621,5,28.86920551,13.33333333
6514,245354,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
6515,257240,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6516,271512,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,8.235294118
6517,264159,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,3.5
6518,142124,5,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,28.17622372,3.333333333
6519,157135,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
6520,247578,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,3.888888889
6521,255266,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6522,263155,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
6523,14307,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6524,158851,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,8.235294118
6525,246366,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
6526,91518,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,8.75
6527,132407,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
6528,245422,4.642857143,4.84375,5,4.487179487,4.482758621,4.62962963,28.08617488,3.684210526
6529,254122,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6530,32194,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6531,251733,4.642857143,4.84375,5,4.615384615,4.655172414,4.62962963,28.3867938,7
6532,249772,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,7.777777778
6533,252135,4.642857143,5,4.722222222,4.615384615,4.655172414,4.62962963,28.26526602,7.368421053
6534,188526,4.821428571,5,4.722222222,4.487179487,4.310344828,4.62962963,27.97080474,0
6535,159446,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
6536,109,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6537,271756,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6538,133431,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,3.888888889
6539,257987,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,0
6540,149169,4.642857143,5,4.861111111,4.487179487,4.482758621,4.814814815,28.28872118,3.5
6541,39332,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6542,188129,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,3.888888889
6543,178212,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
6544,198522,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
6545,4928,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6546,71272,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,3.684210526
6547,271774,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
6548,129010,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,7.368421053
6549,66510,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
6550,102104,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
6551,194229,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6552,221,4.821428571,4.6875,5,4.358974359,4.310344828,4.62962963,27.80787739,0
6553,58329,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
6554,3937,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,4.117647059
6555,10799,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,8.235294118
6556,175779,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,0
6557,117558,4.642857143,5,4.861111111,4.615384615,4.310344828,4.62962963,28.05932733,3.684210526
6558,159469,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
6559,171862,4.642857143,4.84375,5,4.358974359,4.310344828,4.62962963,27.78555596,0
6560,38703,4.642857143,4.53125,4.722222222,4.487179487,4.827586207,4.62962963,27.84072469,6.363636364
6561,71882,4.642857143,4.6875,5,4.615384615,4.310344828,4.62962963,27.88571622,3.181818182
6562,192801,4.642857143,4.6875,5,4.615384615,4.310344828,4.62962963,27.88571622,3.181818182
6563,120447,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6564,187362,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6565,159155,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6566,39406,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,0
6567,185241,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6568,4553,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6569,29603,4.642857143,5,4.861111111,4.358974359,4.310344828,4.814814815,27.98810226,7.368421053
6570,134559,4.642857143,4.84375,4.722222222,4.487179487,4.482758621,4.62962963,27.8083971,4.117647059
6571,5243,4.642857143,5,4.861111111,4.358974359,4.655172414,4.814814815,28.33292984,3.5
6572,148290,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
6573,114050,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6574,140195,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6575,56843,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6576,19989,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,3.684210526
6577,72848,4.821428571,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,28.12585742,17.5
6578,58696,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6579,159536,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6580,148179,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6581,151357,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6582,146290,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6583,17816,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
6584,143459,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6585,145599,4.642857143,4.6875,5,4.358974359,4.310344828,4.62962963,27.62930596,0
6586,14083,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
6587,21791,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
6588,192777,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,7
6589,181401,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6590,151004,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,12.35294118
6591,140271,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,4.375
6592,89342,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,10.5
6593,72132,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,3.684210526
6594,229319,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,3.888888889
6595,159245,4.642857143,4.84375,4.861111111,4.358974359,4.827586207,4.62962963,28.16390845,3.684210526
6596,22606,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.62962963,27.49041707,0
6597,85992,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6598,207574,4.642857143,4.6875,4.861111111,4.615384615,4.482758621,4.814814815,28.1044263,3.043478261
6599,6281,4.642857143,4.84375,5,4.615384615,4.482758621,4.62962963,28.21438001,3.5
6600,18835,4.821428571,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.53009961,0
6601,168946,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6602,36404,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6603,10511,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6604,156721,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,0
6605,185709,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,5,28.01703744,0
6606,16693,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6607,144468,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6608,166210,4.642857143,5,4.722222222,4.358974359,4.482758621,4.814814815,28.02162716,3.888888889
6609,195571,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,3.888888889
6610,145797,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
6611,170756,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,8.235294118
6612,15832,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6613,115976,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
6614,70767,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.62962963,27.49041707,0
6615,118337,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,4.375
6616,183976,4.821428571,5,4.722222222,4.358974359,4.310344828,4.814814815,28.0277848,0
6617,15953,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,3.5
6618,197066,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
6619,172164,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6620,104581,5,5,4.861111111,4.358974359,4.482758621,4.62962963,28.33247372,0
6621,125061,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6622,2771,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6623,27789,4.821428571,5,4.722222222,4.358974359,4.310344828,4.62962963,27.84259961,0
6624,41052,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
6625,30287,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6626,26458,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,4.117647059
6627,56759,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6628,17484,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,3.333333333
6629,256064,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6630,12122,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,4.117647059
6631,24189,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6632,175090,4.821428571,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,28.17006608,7.777777778
6633,148940,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6634,176215,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6635,153116,4.642857143,5,4.861111111,4.487179487,4.310344828,4.62962963,27.9311222,3.888888889
6636,198138,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6637,172362,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6638,171424,4.642857143,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.35152818,0
6639,13412,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6640,76883,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,3.888888889
6641,101013,4.642857143,5,5,4.358974359,4.482758621,4.62962963,28.11421975,0
6642,147887,4.642857143,4.84375,4.722222222,4.615384615,4.482758621,4.62962963,27.93660223,8.235294118
6643,184337,4.642857143,4.6875,4.722222222,4.487179487,4.310344828,4.62962963,27.47973331,3.684210526
6644,20772,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.62962963,27.7748722,0
6645,160853,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6646,131682,4.642857143,4.84375,5,4.487179487,4.310344828,4.62962963,27.91376109,3.5
6647,143994,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,3.684210526
6648,230570,4.642857143,5,4.861111111,4.743589744,4.310344828,4.62962963,28.18753245,3.5
6649,63758,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6650,104573,5,5,4.722222222,4.358974359,4.655172414,4.62962963,28.36599862,7.368421053
6651,163639,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,3.684210526
6652,154527,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
6653,113311,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6654,228165,4.642857143,4.84375,5,4.615384615,4.482758621,4.814814815,28.39956519,6.363636364
6655,160968,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6656,183685,4.642857143,4.84375,4.861111111,4.487179487,4.310344828,4.814814815,27.96005738,3.5
6657,155587,4.642857143,5,4.722222222,4.358974359,4.482758621,4.814814815,28.02162716,3.888888889
6658,4842,4.642857143,4.84375,4.722222222,4.487179487,4.310344828,4.62962963,27.63598331,4.375
6659,150376,4.821428571,4.84375,4.722222222,4.615384615,4.482758621,5,28.48554403,5.384615385
6660,128412,4.821428571,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,28.0311772,8.235294118
6661,91759,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,12.35294118
6662,180602,4.821428571,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.99765229,0
6663,201308,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.814814815,27.83185226,0
6664,167763,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6665,118776,4.642857143,4.84375,4.861111111,4.487179487,4.655172414,4.62962963,28.11969978,7
6666,143406,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6667,170374,4.642857143,5,5,4.358974359,4.310344828,4.814814815,28.12699114,0
6668,172896,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,0
6669,142043,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6670,10156,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,4.117647059
6671,73313,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6672,174,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,8.235294118
6673,222,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6674,191302,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6675,165,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,0
6676,206445,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6677,106999,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
6678,148036,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,4.117647059
6679,3967,4.642857143,5,4.722222222,4.615384615,4.310344828,4.62962963,27.92043844,3.888888889
6680,217176,4.642857143,5,4.861111111,4.487179487,4.310344828,4.814814815,28.11630738,3.684210526
6681,12634,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6682,214123,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
6683,13508,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
6684,198445,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6685,122868,4.642857143,4.84375,4.861111111,4.358974359,4.310344828,4.62962963,27.64666707,0
6686,32293,4.642857143,5,5,4.487179487,4.482758621,4.62962963,28.24242488,7.368421053
6687,191364,4.642857143,4.84375,5,4.487179487,4.482758621,4.814814815,28.27136007,3.5
6688,137155,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6689,482,4.642857143,4.84375,5,4.358974359,4.482758621,4.62962963,27.95796975,3.888888889
6690,64956,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,4.117647059
6691,173253,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,0
6692,30741,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6693,178591,4.642857143,4.6875,4.722222222,4.615384615,4.655172414,4.62962963,27.95276602,10.5
6694,231665,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.814814815,28.17667984,12.35294118
6695,1540,4.642857143,4.6875,4.861111111,4.487179487,4.310344828,4.814814815,27.80380738,7
6696,150298,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
6697,29142,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,0
6698,125148,4.642857143,5,4.861111111,4.358974359,4.655172414,5,28.51811503,7
6699,15911,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6700,66126,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,8.75
6701,128938,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
6702,177697,4.642857143,5,4.722222222,4.487179487,4.482758621,4.62962963,27.9646471,3.888888889
6703,59008,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
6704,5635,4.642857143,4.6875,4.722222222,4.487179487,4.310344828,4.814814815,27.66491849,3.5
6705,130597,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,8.235294118
6706,174560,4.642857143,5,4.722222222,4.358974359,4.655172414,4.62962963,28.00885577,8.235294118
6707,153478,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6708,134987,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
6709,18794,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6710,154901,4.642857143,4.84375,4.861111111,4.487179487,4.482758621,4.62962963,27.94728599,11.66666667
6711,70519,4.642857143,4.6875,5,4.615384615,4.482758621,4.814814815,28.24331519,6.086956522
6712,205865,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6713,5112,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6714,194969,4.642857143,5,4.722222222,4.358974359,4.310344828,4.814814815,27.84921337,4.117647059
6715,6010,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6716,2296,4.642857143,4.53125,4.722222222,4.487179487,4.482758621,4.62962963,27.4958971,0
6717,153504,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6718,18536,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6719,159355,4.642857143,4.84375,4.722222222,4.358974359,4.827586207,4.62962963,28.02501956,8.235294118
6720,4616,4.642857143,5,4.722222222,4.615384615,4.482758621,4.814814815,28.27803742,0
6721,154964,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6722,123506,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6723,233206,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6724,46362,4.642857143,5,4.722222222,4.358974359,4.482758621,4.62962963,27.83644197,4.117647059
6725,19591,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6726,66835,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6727,247984,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6728,179930,4.642857143,4.84375,4.861111111,4.358974359,4.655172414,4.62962963,27.99149466,3.888888889
6729,170431,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6730,29383,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.814814815,27.69296337,3.888888889
6731,6152,4.642857143,4.84375,4.722222222,4.358974359,4.310344828,4.62962963,27.50777818,0
6732,197068,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6733,194969,4.642857143,5,4.722222222,4.358974359,4.310344828,4.814814815,27.84921337,4.117647059
6734,194233,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6735,265316,4.642857143,4.84375,5,4.487179487,4.655172414,4.62962963,28.25858867,7.368421053
6736,160018,4.642857143,5,4.861111111,4.487179487,4.482758621,4.62962963,28.10353599,12.35294118
6737,89403,4.642857143,4.84375,4.722222222,4.358974359,4.655172414,4.62962963,27.85260577,4.117647059
6738,32014,4.642857143,5,4.722222222,4.487179487,4.310344828,4.62962963,27.79223331,0
6739,184383,4.642857143,5,4.861111111,4.358974359,4.310344828,4.62962963,27.80291707,0
6740,31954,4.642857143,4.84375,4.861111111,4.615384615,4.310344828,4.814814815,28.08826251,3.333333333
6741,5942,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,4.375
6742,99079,4.642857143,4.6875,4.722222222,4.358974359,4.310344828,4.62962963,27.35152818,0
6743,171126,4.642857143,5,4.722222222,4.358974359,4.310344828,4.62962963,27.66402818,0
6744,63268,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.814814815,27.86537716,0
6745,19540,4.642857143,4.84375,4.722222222,4.358974359,4.482758621,4.62962963,27.68019197,0
6746,41243,4.642857143,4.84375,4.861111111,4.358974359,4.482758621,4.62962963,27.81908086,4.117647059
6747,68228,4.642857143,5,4.861111111,4.358974359,4.482758621,4.62962963,27.97533086,3.888888889
6748,41033,4.642857143,4.6875,4.861111111,4.358974359,4.310344828,4.814814815,27.67560226,3.5
