레드버튼 화정점,경기 고양시 덕양구 화신로260번길 47 4층
비앤비 바&보드카페,서울 강서구 마곡중앙6로 89
루빅스,서울 송파구 백제고분로7길 32-11
쇼보드게임카페,경기 구리시 이문안로 72
쿤보드카페,서울 강남구 압구정로42길 32
더블업보드카페,서울 송파구 백제고분로7길 32-17
써니놀토보드게임,서울 송파구 송파대로28길 32
KPC홀덤토너전문보드카페,서울 성북구 동소문로20다길 10 2층
비비 보드게임카페,서울 서초구 주흥3길 6
메이저보드카페,경기 부천시 원종로 136
플레이이너프,인천 남동구 구월로 159 4층
302호보드게임,서울 마포구 양화로 157 파라다이스텔 3층 302호
히든보드카페,서울 구로구 시흥대로163길 12 3층 301호
할리갈리보드카페,경기 고양시 일산동구 무궁화로 32-12 라페스타 E동 302호
퍼스트보드게임카페,경기 고양시 일산동구 정발산로 27 진원프라자 2층
게임사피엔스,경기 부천시 길주로 280 프리머스 부천타워 407호
디자인분더,서울 강남구 역삼로63길 21
아쿠아보드카페,서울 송파구 중대로9길 51
아토즈라운지,서울 서초구 강남대로83길 46 지하1층
시카고보드카페,서울 관악구 신림로 391
루시오 노원점,서울 노원구 노해로83길 18-10 3층
베가스,서울 관악구 봉천로 250
놀이터보드카페 압구정,서울 강남구 선릉로161길 17
땅콩보드카페,서울 동대문구 서울시립대로 36
보드게임카페 주사위왕국,서울 종로구 우정국로2길 42 5층
조이보드게임카페 상동점,경기 부천시 길주로 115 4층
티앤에이보드,인천 중구 신포로 20 2층
잭보드카페,경기 부천시 조마루로297번길 51 2층
엠지엠,서울 강남구 선릉로155길 15 지하 1층
프렌즈룸카페,대구 중구 중앙대로 412-21 3층
AOA,서울 송파구 백제고분로7길 42-12
겜지노,서울 강남구 도산대로51길 40
모드니 헤이븐,서울 강남구 언주로71길 5-10 지하 1층
보드아일랜드,서울 관악구 신원로 38 지하1층
보드스쿨 신촌점,서울 서대문구 연세로7길 14 3층
상상보드카페,서울 관악구 신림로 376
보드게임놀이터,대구 중구 동성로6길 43 3층
혼자놀다가게,서울 마포구 와우산로13길 49-15 1층
스테이보드카페,서울 용산구 서빙고로95길 22
미아듀얼카페,서울 강북구 도봉로13길 58 2층
히든홀덤,인천 서구 중봉대로612번길 10-22
스마일,서울 영등포구 신길로 110 2층
홀스,인천 부평구 경원대로1403번길 21 5층
놀러와,서울 송파구 백제고분로33길 29
케이쓰리에펠펍,인천 서구 가정로 258 6층
보드까페갤럭시,경기 광명시 광명로 841
보드게임 마스,경기 광명시 오리로 938 3층
스팟홀덤,경기 부천시 원종로 32 한스빌딩 3층
위플미플보드카페,서울 강서구 화곡로27길 14 3층
AK펍,전북 부안군 부안읍 부풍로 59
별보드게임,경기 하남시 미사강변중앙로 220
블루칩,경기 부천시 중동로254번길 110 뉴그린프라자 3층
피크닉,서울 은평구 연서로27길 16-15 3층
체리온플레이그라운드,서울 성북구 고려대로24가길 1 지하1층
마블보드카페,서울 강남구 논현로95길 29-13
윈보드게임방,인천 부평구 길주로 659
지니어스클럽,강원 원주시 북원로 2235-6
순애네놀이터,서울 마포구 어울마당로 58-1 3층
스페이스보드카페,서울 광진구 아차산로 218
레전드보드카페,경기 성남시 중원구 광명로 13 2층
블랙문 서대문점,서울 서대문구 통일로 105
카페보드빌,경기 고양시 일산동구 무궁화로 32-21 로데오메탈릭타워 2층
잭홀덤보드카페,서울 서대문구 연세로5다길 8 2층
퍼플보드카페,서울 강서구 공항대로 213
펀타임,서울 서대문구 명물길 6
스카이보드게임,서울 강서구 마곡중앙6로 93
